date,sector,num_tokens,num_edges,avg_correlation,fiedler_eigenvalue
2021-02-28,Interoperability,41,321,0.20021596368746783,3.2372609988045453
2021-02-28,Smart Contract Platform,109,2480,,8.49443331971643e-14
2021-02-28,Uncategorized,5,2,0.11944386058222974,0.0
2021-02-28,cApps,24,56,0.04065744907799571,0.5235897152958521
2021-02-28,dApps,350,18851,,4.846657613309281e-13
2021-03-31,Interoperability,41,302,0.18161199515368434,1.8889866403709297
2021-03-31,Smart Contract Platform,109,1716,,8.759326945356124e-14
2021-03-31,Uncategorized,5,5,0.10739117098376678,0.8299135133739662
2021-03-31,cApps,24,54,,1.1102226553795043e-15
2021-03-31,dApps,350,14948,,2.2219991836193007e-13
2021-04-30,Interoperability,41,448,0.2614384793094538,6.475875412761869
2021-04-30,Smart Contract Platform,109,2004,,3.7810672563196714e-15
2021-04-30,Uncategorized,5,4,0.13650232423063183,3.6724918139129963e-16
2021-04-30,cApps,24,62,,-7.79116150360703e-16
2021-04-30,dApps,350,18960,,-1.9532986339498848e-15
2021-05-31,Cryptocurrencies,238,12505,0.20996530751914577,13.853106264986152
2021-05-31,Interoperability,41,740,0.4947228149832383,2.9984894628589123
2021-05-31,Smart Contract Platform,109,4422,,8.526512829121202e-14
2021-05-31,Uncategorized,5,6,0.313969310093612,1.0000000000000009
2021-05-31,cApps,24,71,,5.681883871883166e-16
2021-05-31,dApps,350,40581,,1.1013260746629543e-13
2021-06-30,Cryptocurrencies,238,13929,0.25537348059642817,2.941886363015199
2021-06-30,Interoperability,41,758,0.5553034512855934,3.9965985111030364
2021-06-30,Smart Contract Platform,109,4897,,2.8497169901609e-14
2021-06-30,Uncategorized,5,9,0.4468444905784126,3.0
2021-06-30,cApps,24,99,,5.741100954502896e-17
2021-06-30,dApps,350,46669,,2.4864655843277864e-14
2021-07-31,Cryptocurrencies,238,14055,0.2581213727779592,5.956003002064962
2021-07-31,Interoperability,41,702,0.502648954424891,1.9948921298167848
2021-07-31,Smart Contract Platform,109,4575,,-8.621501136705373e-15
2021-07-31,Uncategorized,5,6,0.37669220761119615,0.9999999999999998
2021-07-31,cApps,24,94,,4.314701752561621e-16
2021-07-31,dApps,350,39263,,1.4033219031261979e-13
2021-08-31,Cryptocurrencies,238,10406,0.17352097798260055,5.865287925419497
2021-08-31,Interoperability,41,499,0.29960950229884,1.9829936591564068
2021-08-31,Smart Contract Platform,109,3319,,4.182873994285675e-14
2021-08-31,Uncategorized,5,8,0.3775482402304231,2.0000000000000004
2021-08-31,cApps,24,79,,3.768668070460396e-16
2021-08-31,dApps,350,25119,,8.371093793296237e-15
2021-09-30,Cryptocurrencies,238,13047,0.242143356979911,3.6300726639770104
2021-09-30,Interoperability,41,574,0.3580359188004751,2.8100413892040166
2021-09-30,Smart Contract Platform,109,3658,,2.842170943040401e-14
2021-09-30,Uncategorized,5,9,0.542647771366277,3.000000000000001
2021-09-30,cApps,24,103,0.07963973856527053,1.9983190797814886e-15
2021-09-30,dApps,350,32892,,4.957805255608489e-14
2021-10-31,Cryptocurrencies,238,11788,0.22183646402217586,6.732029244517424
2021-10-31,Interoperability,41,627,0.38830856269532127,6.90973194280172
2021-10-31,Smart Contract Platform,109,3670,,-1.3121448372288569e-14
2021-10-31,Uncategorized,5,9,0.46844582770113286,3.0
2021-10-31,cApps,24,113,0.0710779135815932,1.7192412242284625
2021-10-31,dApps,350,33331,,7.105425197793549e-14
2021-11-30,Cryptocurrencies,238,7523,0.12026843629533185,8.750991628325346
2021-11-30,Interoperability,41,339,0.21509178825613046,0.9892753241264121
2021-11-30,Smart Contract Platform,109,2548,0.21545442258792202,3.7637948826202554
2021-11-30,Uncategorized,5,5,0.2778902155265034,0.5188056959079845
2021-11-30,cApps,24,65,0.09638404270569596,0.3425630395506465
2021-11-30,dApps,350,19803,,5.400124791776761e-13
2021-12-31,Cryptocurrencies,238,9290,0.1512522632791091,6.602140395921937
2021-12-31,Interoperability,41,495,0.29645100865996543,2.9608486563469576
2021-12-31,Smart Contract Platform,109,3544,0.3051130128861859,2.8815555069534056
2021-12-31,Uncategorized,5,8,0.4054649361086889,2.0
2021-12-31,cApps,24,79,0.10817819157387926,0.5781051785004542
2021-12-31,dApps,350,25931,,1.838575175909394e-14
2022-01-31,Cryptocurrencies,238,10700,0.18642939812375825,9.368094577219273
2022-01-31,Interoperability,41,557,0.35358019847947064,1.9385399388444402
2022-01-31,Smart Contract Platform,109,4031,0.3785429126422906,1.9945040690251248
2022-01-31,Uncategorized,5,6,0.39917911650893495,-4.3549927501688853e-17
2022-01-31,cApps,24,74,0.07183739274434116,2.664522366912505e-15
2022-01-31,dApps,350,33288,,1.3677906226513792e-13
2022-02-28,Cryptocurrencies,238,13785,,2.5579538487363607e-13
2022-02-28,Interoperability,41,676,0.43910121462722085,4.966134709274317
2022-02-28,Smart Contract Platform,109,4238,0.4291206734401312,0.9673478339352684
2022-02-28,Uncategorized,5,7,0.37788151197262004,1.0
2022-02-28,cApps,24,73,0.0934667775125689,-1.9153637168282706e-16
2022-02-28,dApps,350,38089,,1.7053025658242404e-13
2022-03-31,Cryptocurrencies,238,12687,,1.809663444842091e-13
2022-03-31,Interoperability,41,644,0.3952629479236982,2.8690291373832952
2022-03-31,Smart Contract Platform,109,4267,0.4067459215380744,3.003915887804527
2022-03-31,Uncategorized,5,7,0.3889930462187855,2.0
2022-03-31,cApps,24,72,,5.4173875084319314e-17
2022-03-31,dApps,350,34901,,2.3802852364988776e-13
2022-04-30,Cryptocurrencies,238,11059,0.19500624660607666,10.022164870856692
2022-04-30,Interoperability,41,511,0.32744608719737756,1.865174681370263e-14
2022-04-30,Smart Contract Platform,109,4107,0.3653301563420291,0.9991245591139302
2022-04-30,Uncategorized,5,9,0.45543004229470113,3.0
2022-04-30,cApps,24,64,,-5.551107932879568e-16
2022-04-30,dApps,350,31781,,-1.8343887725090608e-13
2022-05-31,Interoperability,41,672,0.5148073904082813,0.9012364177712255
2022-05-31,Smart Contract Platform,109,5081,0.5491675525396944,5.423313808029997e-14
2022-05-31,Uncategorized,5,10,0.6359922877193529,4.999999999999996
2022-05-31,cApps,24,111,,-4.940921362147335e-16
2022-05-31,dApps,350,45281,,-4.690563164955689e-14
2022-06-30,Interoperability,41,700,0.5500435020950654,1.0047518372857667e-14
2022-06-30,Smart Contract Platform,109,5295,0.5872769151737794,11.986284566472698
2022-06-30,Uncategorized,5,10,0.6446069090167117,4.999999999999996
2022-06-30,cApps,24,96,0.13991320564214482,0.9293220399550524
2022-06-30,dApps,350,46278,,2.1301765850144618e-14
2022-07-31,Interoperability,41,680,0.46168003823804976,0.9835881396178991
2022-07-31,Smart Contract Platform,109,4970,0.5058916388038566,1.3924128129236024
2022-07-31,Uncategorized,5,7,0.39179203524848216,1.0000000000000004
2022-07-31,cApps,24,90,0.13468606417718923,1.5472857962576138e-15
2022-07-31,dApps,350,39530,,4.473124124031106e-14
2022-08-31,Interoperability,41,558,0.35136955950100945,3.371593557148419
2022-08-31,Smart Contract Platform,109,4233,0.4035537244972684,1.9903650598986418
2022-08-31,Uncategorized,5,5,0.2385954687113848,-1.0415429139246173e-30
2022-08-31,cApps,24,83,0.12030110616196024,9.823419167091553e-16
2022-08-31,dApps,350,32972,,-2.0951195807406098e-13
2022-09-30,Interoperability,41,522,0.33181601502974667,3.947292323962231
2022-09-30,Smart Contract Platform,109,3485,,1.021405182655144e-14
2022-09-30,Uncategorized,5,7,0.3024771797167161,1.5857864376269053
2022-09-30,cApps,24,89,0.13515159524813042,0.5978483366175805
2022-09-30,dApps,350,32313,,-5.606735973510046e-15
2022-10-31,Interoperability,41,393,0.25163832141994824,1.4195757137840952
2022-10-31,Smart Contract Platform,109,2873,,-7.679314184746613e-15
2022-10-31,Uncategorized,5,5,0.23879322091258132,0.9999999999999987
2022-10-31,cApps,24,64,0.1208870112757296,-6.55974713959452e-16
2022-10-31,dApps,350,26223,,-6.19836119291955e-14
2022-11-30,Interoperability,41,681,0.4747072964185474,2.9787772439088167
2022-11-30,Smart Contract Platform,109,4466,0.4853537761061533,-1.4210854715202004e-14
2022-11-30,Uncategorized,5,10,0.5483305503204567,4.999999999999996
2022-11-30,cApps,24,80,0.11812987286573276,4.119947557363584e-17
2022-11-30,dApps,350,38274,,-1.2079226507921703e-13
2022-12-31,Interoperability,41,686,0.4773535636833918,1.9368735552603527
2022-12-31,Smart Contract Platform,109,4391,,-5.685998004997435e-14
2022-12-31,Uncategorized,5,10,0.5444308954378265,4.999999999999996
2022-12-31,cApps,24,92,0.12883923349677034,1.1223558117745362e-16
2022-12-31,dApps,350,39224,,-1.2634266947563255e-13
2023-01-31,Interoperability,41,519,0.30204692372951053,4.926576851978125
2023-01-31,Smart Contract Platform,109,3301,,7.105427357624357e-14
2023-01-31,Uncategorized,5,4,0.12799369286279866,-2.419802882568997e-16
2023-01-31,cApps,24,80,0.11966918849137365,0.7825423060428744
2023-02-28,Interoperability,41,494,0.31773743521617887,5.54410895868308
2023-02-28,Smart Contract Platform,109,3047,,3.2862601529208616e-14
2023-02-28,Uncategorized,5,2,0.14598992452895004,0.0
2023-02-28,cApps,24,97,0.14330286500190526,0.7728921785539025
2023-03-31,Interoperability,41,560,0.36269281176896406,0.9927156460133117
2023-03-31,Smart Contract Platform,109,3491,,-2.8421708633026598e-14
2023-03-31,Uncategorized,5,3,0.12087904808585188,0.0
2023-03-31,cApps,24,115,0.1858989378002526,2.300136191882482e-15
2023-04-30,Interoperability,41,550,0.3360526419612299,0.9532778670038506
2023-04-30,Smart Contract Platform,109,3756,,-4.263256330115565e-14
2023-04-30,Uncategorized,5,1,0.0958952636940756,0.0
2023-04-30,cApps,24,91,0.15115664727593184,1.5072096966682222
2023-05-31,Interoperability,41,455,0.28854103512692597,2.6631753636282633
2023-05-31,Smart Contract Platform,109,3375,,-2.8421709430201292e-14
2023-05-31,Uncategorized,5,5,0.2409966016819191,0.6972243622680055
2023-05-31,cApps,24,51,0.06850617326658451,-3.1829273160147174e-16
2023-06-30,Interoperability,41,564,0.3711036975688617,-5.0925587137237196e-15
2023-06-30,Smart Contract Platform,109,3864,,4.2188474944660566e-14
2023-06-30,Uncategorized,5,6,0.35486352941377036,1.0
2023-06-30,cApps,24,72,0.12787152393617007,0.3637590665125597
2023-07-31,Interoperability,41,473,0.289400754752434,0.8598283358978567
2023-07-31,Smart Contract Platform,109,3456,,4.2632564162561686e-14
2023-07-31,Uncategorized,5,7,0.38284311097079515,1.5857864376269062
2023-07-31,cApps,24,62,0.12649190772181543,0.6418149210914658
2023-08-31,Interoperability,41,304,0.18894947977734106,1.8211814960167805
2023-08-31,Smart Contract Platform,109,2543,,9.547935757083948e-15
2023-08-31,Uncategorized,5,4,0.1394914852724931,1.1102230246251565e-16
2023-08-31,cApps,24,60,0.10394150402393593,0.6622978893332864
2023-09-30,Interoperability,41,282,0.19341871025671575,0.9108248944039905
2023-09-30,Smart Contract Platform,109,2828,,4.485301019504905e-14
2023-09-30,Uncategorized,5,4,0.12280419146817736,8.174602520663785e-18
2023-09-30,cApps,24,51,0.09513060104901831,0.32695942352754587
2023-10-31,Interoperability,41,336,0.21233228445716248,0.953321609734416
2023-10-31,Smart Contract Platform,109,2926,,8.759670811414609e-14
2023-10-31,Uncategorized,5,9,0.47741595996466807,3.0
2023-10-31,cApps,24,67,0.13557737885682264,-8.298971415651608e-16
2023-11-30,Interoperability,41,280,0.17575986665649507,3.760876583041778e-15
2023-11-30,Smart Contract Platform,109,2559,,5.684341886081597e-14
2023-11-30,Uncategorized,5,7,0.33065096318837867,1.0
2023-11-30,cApps,24,94,0.13781917394577425,1.6466707837446943
2023-12-31,Interoperability,41,292,0.18005759367855784,0.8170988441555064
2023-12-31,Smart Contract Platform,109,2200,0.18648916939389013,1.9711453833271952
2023-12-31,Uncategorized,5,3,0.12896584231353353,0.0
2023-12-31,cApps,24,64,0.09241710184810345,0.8296471234542016
2024-01-31,Interoperability,41,404,0.2538756326553535,1.742970372478262
2024-01-31,Smart Contract Platform,109,2721,0.22946884042124066,3.7442531188457435
2024-01-31,Uncategorized,5,4,0.21369098589823526,0.0
2024-01-31,cApps,24,53,0.08623592190633214,-1.2489963766294483e-15
2024-02-29,Interoperability,41,321,0.20312321352892873,0.8863869980279406
2024-02-29,Smart Contract Platform,109,2779,0.23819866550416985,2.533187267145084
2024-02-29,Uncategorized,5,4,0.22592482579888423,-2.419802882568997e-16
2024-02-29,cApps,24,45,0.03800675632603275,3.553206887454031e-16
2024-03-31,Interoperability,41,298,0.1935532909499857,6.612029909498916e-15
2024-03-31,Smart Contract Platform,109,3314,0.2910983260168907,1.8898793238695588
2024-03-31,Uncategorized,5,3,0.26064573657519186,0.0
2024-03-31,cApps,24,66,0.08017547263409783,0.31717350525445814
2024-04-30,Interoperability,41,493,0.3365892491951671,1.968718226858258
2024-04-30,Smart Contract Platform,109,3950,0.37787662901617686,0.9944649681881367
2024-04-30,Uncategorized,5,5,0.32995732482558826,0.5188056959079844
2024-04-30,cApps,24,73,0.09489956002727391,-2.498458015897961e-16
2024-05-31,Interoperability,41,539,0.3519162455065232,2.9024186511842798
2024-05-31,Smart Contract Platform,109,4041,0.38935189720721947,1.962878319035819
2024-05-31,Uncategorized,5,7,0.3650787806604853,1.5857864376269053
2024-05-31,cApps,24,84,0.10474644599546352,0.2840137988306473
2024-06-30,Interoperability,41,458,0.28239723556953283,1.910732960505766
2024-06-30,Smart Contract Platform,109,3668,0.33498916354829344,3.7667000116737412
2024-06-30,Uncategorized,5,5,0.3016283596356379,-7.888609052210117e-31
2024-06-30,cApps,24,74,0.13341738336455028,0.40729458588895573
2024-07-31,Interoperability,41,511,0.3243962990539407,2.944192499520281
2024-07-31,Smart Contract Platform,109,3424,,2.6579645993692353e-13
2024-07-31,Uncategorized,5,7,0.35989054912076207,0.9999999999999983
2024-07-31,cApps,24,84,0.11624189927488618,1.1878118915086004
2024-08-31,Interoperability,41,649,0.413614672559701,3.9587794101077405
2024-08-31,Smart Contract Platform,109,4244,,4.263256414560601e-14
2024-08-31,Uncategorized,5,9,0.4496824747395908,3.0
2024-08-31,cApps,24,95,0.15537848051737496,0.8907345558419973
2024-09-30,Interoperability,41,563,0.3746749787398508,-7.105427357601002e-15
2024-09-30,Smart Contract Platform,109,4157,,2.131628101136224e-14
2024-09-30,Uncategorized,5,6,0.31973060923984675,-4.3549927501688853e-17
2024-09-30,cApps,24,101,0.1308427495988215,1.024015583186579
2024-10-31,Interoperability,41,429,0.2683217269875607,2.534354174581269
2024-10-31,Smart Contract Platform,109,3395,0.349028787580138,1.9776425157025732
2024-10-31,Uncategorized,5,5,0.1363564429341307,0.518805695907983
2024-10-31,cApps,24,94,0.12587159279888946,0.8382812367305607
2024-11-30,Interoperability,41,476,0.3154082250494429,0.9571873849188297
2024-11-30,Smart Contract Platform,109,2995,0.2784505714961552,3.3549174839475464
2024-11-30,Uncategorized,5,7,0.3064871171116229,1.0000000000000004
2024-11-30,cApps,24,104,0.11892130744835219,0.6897761703642573
2024-12-31,Interoperability,41,450,0.3006966672563721,1.110975100028055
2024-12-31,Smart Contract Platform,109,3160,0.29193645538537144,1.5848256722829634
2024-12-31,Uncategorized,5,4,0.2855968841127028,1.1102230246251565e-16
2024-12-31,cApps,24,98,0.11125072301991663,0.9647507648368482
2025-01-31,Interoperability,41,417,0.2794081553154537,1.4742340514065035
2025-01-31,Smart Contract Platform,109,3622,0.3365221970771014,3.6365463308245003
2025-01-31,Uncategorized,5,6,0.2720868400509153,-4.3549927501688853e-17
2025-01-31,cApps,24,98,0.10648492989063749,0.7191222578141081
2025-02-28,Interoperability,41,444,0.30028565005766295,1.8544120957223158
2025-02-28,Smart Contract Platform,109,3683,0.3411340867438837,1.5341757196212618
2025-02-28,Uncategorized,5,6,0.285923088988657,-4.3549927501688853e-17
2025-02-28,cApps,24,58,0.06624599420751066,0.4659098559874016
2025-03-31,Interoperability,41,427,0.2851940761820098,1.6273628251578424e-41
2025-03-31,Smart Contract Platform,109,3473,0.3338563329149013,0.9948694223422132
2025-03-31,Uncategorized,5,6,0.16295723906411338,0.9999999999999999
2025-03-31,cApps,24,41,0.04754764608394328,0.0
2025-04-30,Interoperability,41,448,0.3000089179955232,0.9730378518894333
2025-04-30,Smart Contract Platform,109,3038,,-1.3116244201869829e-14
2025-04-30,Uncategorized,5,8,0.27648602538361766,1.9999999999999991
2025-04-30,cApps,24,54,,0.0
2025-05-31,Interoperability,41,412,0.27325893845408106,0.8222140270480862
2025-05-31,Smart Contract Platform,109,3166,,-6.124350231729516e-38
2025-05-31,Uncategorized,5,6,0.34342156238303534,-4.3549927501688853e-17
2025-05-31,cApps,24,39,,0.0
2025-06-30,Interoperability,41,373,0.24007947362042154,0.7074749485077046
2025-06-30,Smart Contract Platform,109,2966,,-1.4210854715202004e-14
2025-06-30,Uncategorized,5,6,0.3193737055977957,-4.3549927501688853e-17
2025-06-30,cApps,24,38,,1.7283841745057545e-16
2025-07-31,Interoperability,41,280,0.17820216469133598,0.6165374875924918
2025-07-31,Smart Contract Platform,109,2328,,-3.254480544498891e-15
2025-07-31,Uncategorized,5,5,0.24599205291487464,3.648896340650797e-16
2025-07-31,cApps,24,37,,0.0
2025-08-31,Interoperability,41,319,0.19089240158536808,-1.0037336573654442e-15
2025-08-31,Smart Contract Platform,109,2576,,-1.72873761934837e-14
2025-08-31,Uncategorized,5,8,0.4194950610049483,1.9999999999999996
2025-08-31,cApps,24,45,,0.0
2025-09-30,Interoperability,41,325,0.21164049040173022,0.8759619825731854
2025-09-30,Smart Contract Platform,109,2699,,-9.980064944214118e-15
2025-09-30,Uncategorized,5,8,0.479088851278014,2.0
2025-09-30,cApps,24,48,0.04598781139687774,0.3451671642916205
2025-10-31,Interoperability,41,407,0.25826560027125606,4.884981308350692e-15
2025-10-31,Smart Contract Platform,109,3340,0.3604764223143921,1.443179759236276
2025-10-31,Uncategorized,5,8,0.40759034310666264,2.0
2025-10-31,cApps,24,53,0.04301293156937959,0.5623867189228569
